target,trajectory,length,seq_idx,guess,model,pLDDT,pTM,i_pTM,pAE,i_pAE
md1_block_af3,md1_block_af3_l113_s311475,113,1,0,1,0.84,0.759,0.194,0.698,0.849
md1_block_af3,md1_block_af3_l113_s311475,113,1,0,2,0.803,0.82,0.418,0.508,0.602
md1_block_af3,md1_block_af3_l113_s311475,113,2,0,1,0.878,0.754,0.177,0.708,0.87
md1_block_af3,md1_block_af3_l113_s311475,113,2,0,2,0.86,0.801,0.342,0.555,0.676
md1_block_af3,md1_block_af3_l113_s311475,113,3,0,1,0.851,0.754,0.176,0.71,0.867
md1_block_af3,md1_block_af3_l113_s311475,113,3,0,2,0.843,0.761,0.161,0.705,0.862
md1_block_af3,md1_block_af3_l113_s311475,113,4,0,1,0.859,0.761,0.202,0.686,0.837
md1_block_af3,md1_block_af3_l113_s311475,113,4,0,2,0.842,0.787,0.284,0.598,0.726
md1_block_af3,md1_block_af3_l113_s247832,113,0,0,1,0.778,0.754,0.183,0.728,0.879
md1_block_af3,md1_block_af3_l113_s247832,113,0,0,2,0.734,0.763,0.167,0.727,0.873
md1_block_af3,md1_block_af3_l113_s247832,113,1,0,1,0.811,0.753,0.173,0.726,0.883
md1_block_af3,md1_block_af3_l113_s247832,113,1,0,2,0.782,0.776,0.229,0.662,0.798
md1_block_af3,md1_block_af3_l113_s247832,113,2,0,1,0.831,0.756,0.188,0.711,0.866
md1_block_af3,md1_block_af3_l113_s247832,113,2,0,2,0.815,0.765,0.181,0.7,0.852
md1_block_af3,md1_block_af3_l113_s247832,113,3,0,1,0.796,0.753,0.177,0.726,0.88
md1_block_af3,md1_block_af3_l113_s247832,113,3,0,2,0.787,0.762,0.159,0.726,0.88
md1_block_af3,md1_block_af3_l113_s247832,113,4,0,1,0.82,0.753,0.172,0.727,0.885
md1_block_af3,md1_block_af3_l113_s247832,113,4,0,2,0.817,0.758,0.143,0.738,0.901
md1_block_af3,md1_block_af3_l114_s155404,114,0,0,1,0.84,0.748,0.17,0.724,0.884
md1_block_af3,md1_block_af3_l114_s155404,114,0,0,2,0.785,0.755,0.138,0.743,0.9
md1_block_af3,md1_block_af3_l114_s155404,114,1,0,1,0.733,0.749,0.169,0.742,0.885
md1_block_af3,md1_block_af3_l114_s155404,114,1,0,2,0.693,0.753,0.132,0.77,0.914
md1_block_af3,md1_block_af3_l114_s155404,114,2,0,1,0.853,0.75,0.181,0.708,0.867
md1_block_af3,md1_block_af3_l114_s155404,114,2,0,2,0.846,0.757,0.147,0.721,0.883
md1_block_af3,md1_block_af3_l114_s155404,114,3,0,1,0.862,0.749,0.176,0.716,0.876
md1_block_af3,md1_block_af3_l114_s155404,114,3,0,2,0.764,0.755,0.137,0.75,0.902
md1_block_af3,md1_block_af3_l114_s155404,114,4,0,1,0.799,0.747,0.161,0.742,0.898
md1_block_af3,md1_block_af3_l114_s155404,114,4,0,2,0.463,0.756,0.15,0.812,0.913
md1_block_af3,md1_block_af3_l115_s504271,115,0,0,1,0.876,0.755,0.198,0.69,0.854
md1_block_af3,md1_block_af3_l115_s504271,115,0,0,2,0.894,0.756,0.147,0.712,0.885
md1_block_af3,md1_block_af3_l115_s504271,115,1,0,1,0.869,0.754,0.192,0.696,0.86
md1_block_af3,md1_block_af3_l115_s504271,115,1,0,2,0.862,0.761,0.167,0.691,0.855
md1_block_af3,md1_block_af3_l115_s504271,115,2,0,1,0.855,0.752,0.183,0.711,0.876
md1_block_af3,md1_block_af3_l115_s504271,115,2,0,2,0.845,0.764,0.184,0.682,0.838
md1_block_af3,md1_block_af3_l115_s504271,115,3,0,1,0.882,0.751,0.176,0.709,0.878
md1_block_af3,md1_block_af3_l115_s504271,115,3,0,2,0.898,0.757,0.149,0.705,0.877
md1_block_af3,md1_block_af3_l115_s504271,115,4,0,1,0.893,0.753,0.197,0.694,0.86
md1_block_af3,md1_block_af3_l115_s504271,115,4,0,2,0.91,0.76,0.167,0.682,0.85
md1_block_af3,md1_block_af3_l119_s184098,119,0,0,1,0.874,0.756,0.212,0.671,0.832
md1_block_af3,md1_block_af3_l119_s184098,119,0,0,2,0.89,0.775,0.25,0.597,0.741
md1_block_af3,md1_block_af3_l119_s184098,119,1,0,1,0.877,0.76,0.236,0.644,0.798
md1_block_af3,md1_block_af3_l119_s184098,119,1,0,2,0.883,0.764,0.209,0.644,0.8
md1_block_af3,md1_block_af3_l119_s184098,119,2,0,1,0.873,0.763,0.243,0.649,0.802
md1_block_af3,md1_block_af3_l119_s184098,119,2,0,2,0.873,0.766,0.209,0.635,0.785
md1_block_af3,md1_block_af3_l119_s184098,119,3,0,1,0.835,0.755,0.206,0.686,0.842
md1_block_af3,md1_block_af3_l119_s184098,119,3,0,2,0.868,0.764,0.197,0.654,0.809
md1_block_af3,md1_block_af3_l119_s184098,119,4,0,1,0.848,0.755,0.206,0.685,0.844
md1_block_af3,md1_block_af3_l119_s184098,119,4,0,2,0.867,0.758,0.183,0.67,0.829
md1_block_af3,md1_block_af3_l119_s949320,119,0,0,1,0.899,0.748,0.184,0.697,0.87
md1_block_af3,md1_block_af3_l119_s949320,119,0,0,2,0.712,0.751,0.141,0.749,0.9
md1_block_af3,md1_block_af3_l119_s949320,119,1,0,1,0.796,0.75,0.188,0.711,0.869
md1_block_af3,md1_block_af3_l119_s949320,119,1,0,2,0.593,0.75,0.137,0.799,0.918
md1_block_af3,md1_block_af3_l119_s949320,119,2,0,1,0.612,0.75,0.192,0.758,0.883
md1_block_af3,md1_block_af3_l119_s949320,119,2,0,2,0.716,0.751,0.135,0.757,0.907
md1_block_af3,md1_block_af3_l119_s949320,119,3,0,1,0.894,0.746,0.178,0.703,0.878
md1_block_af3,md1_block_af3_l119_s949320,119,3,0,2,0.669,0.749,0.135,0.811,0.92
md1_block_af3,md1_block_af3_l119_s949320,119,4,0,1,0.684,0.747,0.185,0.754,0.889
md1_block_af3,md1_block_af3_l119_s949320,119,4,0,2,0.878,0.755,0.156,0.701,0.873
md1_block_af3,md1_block_af3_l119_s414762,119,0,0,1,0.872,0.746,0.176,0.709,0.882
md1_block_af3,md1_block_af3_l119_s414762,119,0,0,2,0.866,0.75,0.139,0.726,0.905
md1_block_af3,md1_block_af3_l119_s414762,119,1,0,1,0.862,0.749,0.203,0.699,0.866
md1_block_af3,md1_block_af3_l119_s414762,119,1,0,2,0.836,0.756,0.167,0.694,0.857
md1_block_af3,md1_block_af3_l119_s414762,119,2,0,1,0.855,0.748,0.18,0.709,0.878
md1_block_af3,md1_block_af3_l119_s414762,119,2,0,2,0.845,0.748,0.129,0.736,0.912
md1_block_af3,md1_block_af3_l119_s414762,119,3,0,1,0.872,0.745,0.173,0.722,0.895
md1_block_af3,md1_block_af3_l119_s414762,119,3,0,2,0.861,0.747,0.134,0.732,0.909
md1_block_af3,md1_block_af3_l119_s414762,119,4,0,1,0.863,0.752,0.195,0.697,0.864
md1_block_af3,md1_block_af3_l119_s414762,119,4,0,2,0.844,0.752,0.151,0.71,0.881
md1_block_af3,md1_block_af3_l120_s175363,120,0,0,1,0.78,0.744,0.163,0.748,0.908
md1_block_af3,md1_block_af3_l120_s175363,120,0,0,2,0.801,0.75,0.14,0.741,0.905
md1_block_af3,md1_block_af3_l120_s175363,120,1,0,1,0.896,0.747,0.176,0.705,0.877
md1_block_af3,md1_block_af3_l120_s175363,120,1,0,2,0.832,0.751,0.14,0.731,0.898
md1_block_af3,md1_block_af3_l120_s175363,120,2,0,1,0.844,0.745,0.166,0.724,0.89
md1_block_af3,md1_block_af3_l120_s175363,120,2,0,2,0.771,0.747,0.132,0.758,0.921
md1_block_af3,md1_block_af3_l120_s175363,120,3,0,1,0.825,0.747,0.177,0.724,0.886
md1_block_af3,md1_block_af3_l120_s175363,120,3,0,2,0.718,0.751,0.145,0.749,0.899
md1_block_af3,md1_block_af3_l120_s175363,120,4,0,1,0.746,0.745,0.167,0.747,0.896
md1_block_af3,md1_block_af3_l120_s175363,120,4,0,2,0.744,0.75,0.139,0.754,0.907
md1_block_af3,md1_block_af3_l121_s972991,121,0,0,1,0.831,0.75,0.196,0.692,0.848
md1_block_af3,md1_block_af3_l121_s972991,121,0,0,2,0.851,0.766,0.213,0.638,0.784
md1_block_af3,md1_block_af3_l121_s972991,121,1,0,1,0.877,0.756,0.221,0.66,0.814
md1_block_af3,md1_block_af3_l121_s972991,121,1,0,2,0.88,0.767,0.226,0.621,0.766
md1_block_af3,md1_block_af3_l121_s972991,121,2,0,1,0.843,0.757,0.228,0.66,0.809
md1_block_af3,md1_block_af3_l121_s972991,121,2,0,2,0.85,0.781,0.287,0.58,0.709
md1_block_af3,md1_block_af3_l121_s972991,121,3,0,1,0.85,0.757,0.227,0.661,0.81
md1_block_af3,md1_block_af3_l121_s972991,121,3,0,2,0.857,0.776,0.258,0.597,0.731
md1_block_af3,md1_block_af3_l121_s972991,121,4,0,1,0.864,0.755,0.219,0.669,0.823
md1_block_af3,md1_block_af3_l121_s972991,121,4,0,2,0.877,0.772,0.249,0.604,0.746
md1_block_af3,md1_block_af3_l125_s571565,125,0,0,1,0.813,0.748,0.21,0.688,0.846
md1_block_af3,md1_block_af3_l125_s571565,125,0,0,2,0.806,0.743,0.141,0.729,0.9
md1_block_af3,md1_block_af3_l125_s571565,125,1,0,1,0.757,0.747,0.216,0.699,0.849
md1_block_af3,md1_block_af3_l125_s571565,125,1,0,2,0.767,0.746,0.149,0.73,0.892
md1_block_af3,md1_block_af3_l125_s571565,125,2,0,1,0.788,0.741,0.181,0.723,0.887
md1_block_af3,md1_block_af3_l125_s571565,125,2,0,2,0.781,0.743,0.137,0.738,0.907
md1_block_af3,md1_block_af3_l125_s571565,125,3,0,1,0.797,0.749,0.222,0.683,0.838
md1_block_af3,md1_block_af3_l125_s571565,125,3,0,2,0.694,0.744,0.143,0.744,0.897
md1_block_af3,md1_block_af3_l125_s571565,125,4,0,1,0.795,0.749,0.212,0.691,0.847
md1_block_af3,md1_block_af3_l125_s571565,125,4,0,2,0.797,0.745,0.145,0.723,0.894
md1_block_af3,md1_block_af3_l125_s964897,125,0,0,1,0.562,0.744,0.188,0.758,0.885
md1_block_af3,md1_block_af3_l125_s964897,125,0,0,2,0.612,0.742,0.142,0.767,0.911
md1_block_af3,md1_block_af3_l125_s964897,125,1,0,1,0.861,0.745,0.19,0.691,0.865
md1_block_af3,md1_block_af3_l125_s964897,125,1,0,2,0.874,0.753,0.189,0.67,0.842
md1_block_af3,md1_block_af3_l125_s964897,125,2,0,1,0.845,0.745,0.196,0.688,0.858
md1_block_af3,md1_block_af3_l125_s964897,125,2,0,2,0.829,0.755,0.196,0.664,0.829
md1_block_af3,md1_block_af3_l125_s964897,125,3,0,1,0.433,0.742,0.19,0.795,0.892
md1_block_af3,md1_block_af3_l125_s964897,125,3,0,2,0.669,0.746,0.156,0.735,0.889
md1_block_af3,md1_block_af3_l125_s964897,125,4,0,1,0.813,0.746,0.195,0.698,0.867
md1_block_af3,md1_block_af3_l125_s964897,125,4,0,2,0.811,0.756,0.202,0.667,0.829
md1_block_af3,md1_block_af3_l128_s523552,128,0,0,1,0.903,0.741,0.191,0.682,0.862
md1_block_af3,md1_block_af3_l128_s523552,128,0,0,2,0.912,0.747,0.168,0.677,0.859
md1_block_af3,md1_block_af3_l128_s523552,128,1,0,1,0.848,0.741,0.197,0.69,0.864
md1_block_af3,md1_block_af3_l128_s523552,128,1,0,2,0.875,0.749,0.175,0.676,0.852
md1_block_af3,md1_block_af3_l128_s523552,128,2,0,1,0.892,0.741,0.191,0.687,0.867
md1_block_af3,md1_block_af3_l128_s523552,128,2,0,2,0.891,0.748,0.168,0.68,0.859
md1_block_af3,md1_block_af3_l128_s523552,128,3,0,1,0.877,0.74,0.191,0.689,0.866
md1_block_af3,md1_block_af3_l128_s523552,128,3,0,2,0.882,0.745,0.156,0.693,0.874
md1_block_af3,md1_block_af3_l128_s523552,128,4,0,1,0.881,0.74,0.192,0.688,0.866
md1_block_af3,md1_block_af3_l128_s523552,128,4,0,2,0.883,0.747,0.166,0.685,0.864
md1_block_af3,md1_block_af3_l129_s690513,129,0,0,1,0.783,0.745,0.219,0.675,0.826
md1_block_af3,md1_block_af3_l129_s690513,129,0,0,2,0.803,0.746,0.171,0.698,0.862
md1_block_af3,md1_block_af3_l129_s690513,129,1,0,1,0.806,0.739,0.197,0.7,0.864
md1_block_af3,md1_block_af3_l129_s690513,129,1,0,2,0.81,0.745,0.167,0.703,0.871
md1_block_af3,md1_block_af3_l129_s690513,129,2,0,1,0.832,0.736,0.185,0.702,0.874
md1_block_af3,md1_block_af3_l129_s690513,129,2,0,2,0.857,0.743,0.163,0.7,0.877
md1_block_af3,md1_block_af3_l129_s690513,129,3,0,1,0.837,0.74,0.205,0.684,0.848
md1_block_af3,md1_block_af3_l129_s690513,129,3,0,2,0.845,0.744,0.166,0.696,0.868
md1_block_af3,md1_block_af3_l129_s690513,129,4,0,1,0.839,0.737,0.185,0.699,0.869
md1_block_af3,md1_block_af3_l129_s690513,129,4,0,2,0.856,0.744,0.165,0.699,0.873
md1_block_af3,md1_block_af3_l70_s570983,70,0,1,1,0.892,0.823,0.228,0.698,0.804
md1_block_af3,md1_block_af3_l70_s570983,70,0,1,2,0.911,0.82,0.187,0.716,0.825
md1_block_af3,md1_block_af3_l70_s570983,70,1,1,1,0.913,0.817,0.191,0.733,0.845
md1_block_af3,md1_block_af3_l70_s570983,70,1,1,2,0.925,0.816,0.157,0.754,0.871
md1_block_af3,md1_block_af3_l70_s570983,70,2,1,1,0.911,0.817,0.202,0.725,0.837
md1_block_af3,md1_block_af3_l70_s570983,70,2,1,2,0.923,0.817,0.168,0.737,0.852
md1_block_af3,md1_block_af3_l70_s570983,70,3,1,1,0.916,0.82,0.216,0.709,0.819
md1_block_af3,md1_block_af3_l70_s570983,70,3,1,2,0.921,0.819,0.177,0.728,0.84
md1_block_af3,md1_block_af3_l70_s570983,70,4,1,1,0.871,0.817,0.186,0.737,0.848
md1_block_af3,md1_block_af3_l70_s570983,70,4,1,2,0.858,0.817,0.159,0.763,0.877
md1_block_af3,md1_block_af3_l71_s444726,71,0,1,1,0.849,0.805,0.162,0.765,0.876
md1_block_af3,md1_block_af3_l71_s444726,71,0,1,2,0.855,0.808,0.129,0.796,0.912
md1_block_af3,md1_block_af3_l71_s444726,71,1,1,1,0.861,0.806,0.169,0.757,0.867
md1_block_af3,md1_block_af3_l71_s444726,71,1,1,2,0.876,0.809,0.134,0.784,0.902
md1_block_af3,md1_block_af3_l71_s444726,71,2,1,1,0.877,0.805,0.167,0.756,0.868
md1_block_af3,md1_block_af3_l71_s444726,71,2,1,2,0.893,0.809,0.135,0.78,0.898
md1_block_af3,md1_block_af3_l71_s444726,71,3,1,1,0.866,0.805,0.166,0.759,0.87
md1_block_af3,md1_block_af3_l71_s444726,71,3,1,2,0.879,0.808,0.131,0.785,0.904
md1_block_af3,md1_block_af3_l71_s444726,71,4,1,1,0.867,0.805,0.163,0.761,0.873
md1_block_af3,md1_block_af3_l71_s444726,71,4,1,2,0.851,0.809,0.133,0.792,0.908
md1_block_af3,md1_block_af3_l72_s6692,72,0,1,1,0.832,0.862,0.566,0.494,0.562
md1_block_af3,md1_block_af3_l72_s6692,72,0,1,2,0.83,0.857,0.409,0.534,0.609
md1_block_af3,md1_block_af3_l72_s6692,72,1,1,1,0.837,0.875,0.656,0.428,0.485
md1_block_af3,md1_block_af3_l72_s6692,72,1,1,2,0.846,0.905,0.732,0.321,0.359
md1_block_af3,md1_block_af3_l72_s6692,72,2,1,1,0.896,0.819,0.211,0.728,0.84
md1_block_af3,md1_block_af3_l72_s6692,72,2,1,2,0.887,0.824,0.183,0.719,0.829
md1_block_af3,md1_block_af3_l72_s6692,72,3,1,1,0.817,0.851,0.508,0.547,0.624
md1_block_af3,md1_block_af3_l72_s6692,72,3,1,2,0.858,0.822,0.176,0.734,0.845
md1_block_af3,md1_block_af3_l72_s6692,72,4,1,1,0.829,0.856,0.51,0.524,0.597
md1_block_af3,md1_block_af3_l72_s6692,72,4,1,2,0.844,0.887,0.607,0.408,0.461
md1_block_af3,md1_block_af3_l73_s203017,73,0,1,1,0.822,0.829,0.271,0.685,0.784
md1_block_af3,md1_block_af3_l73_s203017,73,0,1,2,0.839,0.814,0.135,0.78,0.896
md1_block_af3,md1_block_af3_l73_s203017,73,1,1,1,0.836,0.832,0.29,0.668,0.766
md1_block_af3,md1_block_af3_l73_s203017,73,1,1,2,0.85,0.815,0.144,0.769,0.884
md1_block_af3,md1_block_af3_l73_s203017,73,2,1,1,0.843,0.825,0.242,0.703,0.808
md1_block_af3,md1_block_af3_l73_s203017,73,2,1,2,0.86,0.814,0.137,0.774,0.892
md1_block_af3,md1_block_af3_l73_s203017,73,3,1,1,0.822,0.829,0.263,0.689,0.789
md1_block_af3,md1_block_af3_l73_s203017,73,3,1,2,0.832,0.815,0.136,0.78,0.896
md1_block_af3,md1_block_af3_l73_s203017,73,4,1,1,0.859,0.825,0.24,0.703,0.809
md1_block_af3,md1_block_af3_l73_s203017,73,4,1,2,0.871,0.814,0.134,0.777,0.895
md1_block_af3,md1_block_af3_l76_s316768,76,0,1,1,0.854,0.844,0.451,0.507,0.582
md1_block_af3,md1_block_af3_l76_s316768,76,0,1,2,0.913,0.806,0.157,0.74,0.861
md1_block_af3,md1_block_af3_l76_s316768,76,1,1,1,0.868,0.822,0.318,0.607,0.701
md1_block_af3,md1_block_af3_l76_s316768,76,1,1,2,0.903,0.804,0.14,0.764,0.888
md1_block_af3,md1_block_af3_l76_s316768,76,2,1,1,0.845,0.846,0.463,0.507,0.581
md1_block_af3,md1_block_af3_l76_s316768,76,2,1,2,0.894,0.806,0.158,0.746,0.866
md1_block_af3,md1_block_af3_l76_s316768,76,3,1,1,0.849,0.843,0.44,0.515,0.591
md1_block_af3,md1_block_af3_l76_s316768,76,3,1,2,0.909,0.808,0.165,0.732,0.851
md1_block_af3,md1_block_af3_l76_s316768,76,4,1,1,0.855,0.835,0.414,0.543,0.625
md1_block_af3,md1_block_af3_l76_s316768,76,4,1,2,0.905,0.807,0.169,0.735,0.854
md1_block_af3,md1_block_af3_l79_s263174,79,0,1,1,0.785,0.816,0.221,0.717,0.825
md1_block_af3,md1_block_af3_l79_s263174,79,0,1,2,0.855,0.827,0.245,0.667,0.773
md1_block_af3,md1_block_af3_l79_s263174,79,1,1,1,0.875,0.816,0.218,0.705,0.819
md1_block_af3,md1_block_af3_l79_s263174,79,1,1,2,0.888,0.82,0.198,0.701,0.816
md1_block_af3,md1_block_af3_l79_s263174,79,2,1,1,0.851,0.812,0.193,0.731,0.848
md1_block_af3,md1_block_af3_l79_s263174,79,2,1,2,0.879,0.816,0.173,0.729,0.848
md1_block_af3,md1_block_af3_l79_s263174,79,3,1,1,0.86,0.815,0.212,0.713,0.827
md1_block_af3,md1_block_af3_l79_s263174,79,3,1,2,0.88,0.817,0.182,0.72,0.837
md1_block_af3,md1_block_af3_l79_s263174,79,4,1,1,0.789,0.816,0.217,0.725,0.833
md1_block_af3,md1_block_af3_l79_s263174,79,4,1,2,0.818,0.824,0.224,0.694,0.8
md1_block_af3,md1_block_af3_l82_s806489,82,0,1,1,0.853,0.803,0.173,0.741,0.865
md1_block_af3,md1_block_af3_l82_s806489,82,0,1,2,0.86,0.805,0.137,0.771,0.9
md1_block_af3,md1_block_af3_l82_s806489,82,1,1,1,0.88,0.806,0.181,0.727,0.852
md1_block_af3,md1_block_af3_l82_s806489,82,1,1,2,0.893,0.806,0.143,0.758,0.89
md1_block_af3,md1_block_af3_l82_s806489,82,2,1,1,0.868,0.808,0.192,0.72,0.842
md1_block_af3,md1_block_af3_l82_s806489,82,2,1,2,0.876,0.806,0.153,0.752,0.88
md1_block_af3,md1_block_af3_l82_s806489,82,3,1,1,0.849,0.809,0.202,0.713,0.832
md1_block_af3,md1_block_af3_l82_s806489,82,3,1,2,0.854,0.806,0.15,0.756,0.883
md1_block_af3,md1_block_af3_l82_s806489,82,4,1,1,0.826,0.805,0.183,0.733,0.853
md1_block_af3,md1_block_af3_l82_s806489,82,4,1,2,0.832,0.804,0.136,0.775,0.904
md1_block_af3,md1_block_af3_l85_s940942,85,0,1,1,0.922,0.813,0.235,0.679,0.804
md1_block_af3,md1_block_af3_l85_s940942,85,0,1,2,0.933,0.807,0.155,0.731,0.867
md1_block_af3,md1_block_af3_l85_s940942,85,1,1,1,0.892,0.812,0.23,0.687,0.81
md1_block_af3,md1_block_af3_l85_s940942,85,1,1,2,0.912,0.807,0.159,0.729,0.862
md1_block_af3,md1_block_af3_l85_s940942,85,2,1,1,0.923,0.807,0.194,0.71,0.841
md1_block_af3,md1_block_af3_l85_s940942,85,2,1,2,0.933,0.806,0.152,0.737,0.874
md1_block_af3,md1_block_af3_l85_s940942,85,3,1,1,0.898,0.813,0.232,0.686,0.81
md1_block_af3,md1_block_af3_l85_s940942,85,3,1,2,0.891,0.808,0.161,0.732,0.863
md1_block_af3,md1_block_af3_l85_s940942,85,4,1,1,0.882,0.813,0.234,0.687,0.81
md1_block_af3,md1_block_af3_l85_s940942,85,4,1,2,0.915,0.806,0.154,0.736,0.871
md1_block_af3,md1_block_af3_l85_s132679,85,0,1,1,0.891,0.911,0.844,0.226,0.251
md1_block_af3,md1_block_af3_l85_s132679,85,0,1,2,0.872,0.888,0.717,0.327,0.374
md1_block_af3,md1_block_af3_l85_s132679,85,1,1,1,0.907,0.915,0.863,0.207,0.231
md1_block_af3,md1_block_af3_l85_s132679,85,1,1,2,0.902,0.911,0.83,0.236,0.266
md1_block_af3,md1_block_af3_l85_s132679,85,2,1,1,0.892,0.915,0.863,0.213,0.235
md1_block_af3,md1_block_af3_l85_s132679,85,2,1,2,0.881,0.91,0.827,0.248,0.278
md1_block_af3,md1_block_af3_l85_s132679,85,3,1,1,0.896,0.917,0.871,0.205,0.226
md1_block_af3,md1_block_af3_l85_s132679,85,3,1,2,0.893,0.912,0.834,0.237,0.266
md1_block_af3,md1_block_af3_l85_s132679,85,4,1,1,0.886,0.913,0.853,0.221,0.244
md1_block_af3,md1_block_af3_l85_s132679,85,4,1,2,0.87,0.834,0.427,0.496,0.578
md1_block_af3,md1_block_af3_l91_s212149,91,0,1,1,0.839,0.895,0.775,0.315,0.357
md1_block_af3,md1_block_af3_l91_s212149,91,0,1,2,0.858,0.798,0.205,0.692,0.82
md1_block_af3,md1_block_af3_l91_s212149,91,1,1,1,0.876,0.91,0.838,0.248,0.279
md1_block_af3,md1_block_af3_l91_s212149,91,1,1,2,0.863,0.862,0.576,0.432,0.505
md1_block_af3,md1_block_af3_l91_s212149,91,2,1,1,0.871,0.903,0.801,0.28,0.318
md1_block_af3,md1_block_af3_l91_s212149,91,2,1,2,0.881,0.807,0.245,0.639,0.758
md1_block_af3,md1_block_af3_l91_s212149,91,3,1,1,0.886,0.913,0.851,0.232,0.26
md1_block_af3,md1_block_af3_l91_s212149,91,3,1,2,0.885,0.819,0.328,0.582,0.69
md1_block_af3,md1_block_af3_l91_s212149,91,4,1,1,0.883,0.91,0.84,0.242,0.272
md1_block_af3,md1_block_af3_l91_s212149,91,4,1,2,0.87,0.851,0.514,0.47,0.551
md1_block_af3,md1_block_af3_l93_s322047,93,0,1,1,0.923,0.92,0.866,0.203,0.231
md1_block_af3,md1_block_af3_l93_s322047,93,0,1,2,0.93,0.931,0.896,0.174,0.196
md1_block_af3,md1_block_af3_l93_s322047,93,1,1,1,0.922,0.922,0.874,0.197,0.223
md1_block_af3,md1_block_af3_l93_s322047,93,1,1,2,0.93,0.932,0.9,0.171,0.192
md1_block_af3,md1_block_af3_l93_s322047,93,2,1,1,0.919,0.922,0.872,0.2,0.227
md1_block_af3,md1_block_af3_l93_s322047,93,2,1,2,0.923,0.931,0.895,0.18,0.202
md1_block_af3,md1_block_af3_l93_s322047,93,3,1,1,0.914,0.92,0.863,0.208,0.237
md1_block_af3,md1_block_af3_l93_s322047,93,3,1,2,0.921,0.93,0.89,0.182,0.204
md1_block_af3,md1_block_af3_l93_s322047,93,4,1,1,0.92,0.921,0.868,0.202,0.229
md1_block_af3,md1_block_af3_l93_s322047,93,4,1,2,0.927,0.931,0.896,0.175,0.197
md1_block_af3,md1_block_af3_l93_s196942,93,0,1,1,0.854,0.901,0.774,0.311,0.356
md1_block_af3,md1_block_af3_l93_s196942,93,0,1,2,0.875,0.794,0.167,0.723,0.863
md1_block_af3,md1_block_af3_l93_s196942,93,1,1,1,0.812,0.833,0.406,0.569,0.668
md1_block_af3,md1_block_af3_l93_s196942,93,1,1,2,0.847,0.79,0.146,0.752,0.894
md1_block_af3,md1_block_af3_l93_s196942,93,2,1,1,0.843,0.881,0.66,0.401,0.465
md1_block_af3,md1_block_af3_l93_s196942,93,2,1,2,0.882,0.793,0.161,0.728,0.869
md1_block_af3,md1_block_af3_l93_s196942,93,3,1,1,0.863,0.874,0.631,0.417,0.489
md1_block_af3,md1_block_af3_l93_s196942,93,3,1,2,0.907,0.79,0.146,0.741,0.888
md1_block_af3,md1_block_af3_l93_s196942,93,4,1,1,0.874,0.9,0.766,0.309,0.356
md1_block_af3,md1_block_af3_l93_s196942,93,4,1,2,0.891,0.81,0.246,0.638,0.76
md1_block_af3,md1_block_af3_l94_s405924,94,0,1,1,0.902,0.925,0.901,0.192,0.211
md1_block_af3,md1_block_af3_l94_s405924,94,0,1,2,0.886,0.929,0.898,0.206,0.227
md1_block_af3,md1_block_af3_l94_s405924,94,1,1,1,0.884,0.921,0.889,0.21,0.23
md1_block_af3,md1_block_af3_l94_s405924,94,1,1,2,0.86,0.923,0.862,0.252,0.281
md1_block_af3,md1_block_af3_l94_s405924,94,2,1,1,0.916,0.926,0.906,0.181,0.2
md1_block_af3,md1_block_af3_l94_s405924,94,2,1,2,0.901,0.93,0.901,0.195,0.216
md1_block_af3,md1_block_af3_l94_s405924,94,3,1,1,0.9,0.923,0.894,0.197,0.217
md1_block_af3,md1_block_af3_l94_s405924,94,3,1,2,0.888,0.928,0.89,0.209,0.231
md1_block_af3,md1_block_af3_l94_s405924,94,4,1,1,0.918,0.925,0.907,0.181,0.2
md1_block_af3,md1_block_af3_l94_s405924,94,4,1,2,0.908,0.932,0.907,0.187,0.207
md1_block_af3,md1_block_af3_l95_s871742,95,0,1,1,0.875,0.919,0.876,0.212,0.232
md1_block_af3,md1_block_af3_l95_s871742,95,0,1,2,0.883,0.924,0.877,0.204,0.223
md1_block_af3,md1_block_af3_l95_s871742,95,1,1,1,0.893,0.921,0.881,0.207,0.228
md1_block_af3,md1_block_af3_l95_s871742,95,1,1,2,0.856,0.895,0.748,0.317,0.363
md1_block_af3,md1_block_af3_l95_s871742,95,2,1,1,0.899,0.923,0.895,0.192,0.21
md1_block_af3,md1_block_af3_l95_s871742,95,2,1,2,0.89,0.924,0.885,0.198,0.217
md1_block_af3,md1_block_af3_l95_s871742,95,3,1,1,0.888,0.922,0.89,0.2,0.218
md1_block_af3,md1_block_af3_l95_s871742,95,3,1,2,0.884,0.925,0.884,0.201,0.22
md1_block_af3,md1_block_af3_l95_s871742,95,4,1,1,0.887,0.922,0.889,0.202,0.22
md1_block_af3,md1_block_af3_l95_s871742,95,4,1,2,0.879,0.924,0.88,0.206,0.226
md1_block_af3,md1_block_af3_l100_s435017,100,0,1,1,0.865,0.904,0.81,0.253,0.286
md1_block_af3,md1_block_af3_l100_s435017,100,0,1,2,0.871,0.912,0.818,0.241,0.272
md1_block_af3,md1_block_af3_l100_s435017,100,1,1,1,0.854,0.907,0.824,0.246,0.276
md1_block_af3,md1_block_af3_l100_s435017,100,1,1,2,0.863,0.917,0.848,0.222,0.247
md1_block_af3,md1_block_af3_l100_s435017,100,2,1,1,0.872,0.902,0.799,0.257,0.292
